root,strategy,total_count,class_distribution
19076324,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
1154029,lexical_baseline,8809,
1154029,descendants_only,7108,MarketedProduct:2189; BrandedDrugBox:1089; QuantBrandedBox:695; BrandedDrug:645; BrandedDrugComp:593; ClinicalDrugBox:424; QuantBrandedDrug:401; QuantClinicalBox:296; ClinicalDrug:237; QuantClinicalDrug:207; BrandedDrugForm:138; ClinicalDrugComp:122; ClinicalDrugForm:28; BrandedDoseGroup:20; ClinicalDoseGroup:15; BrandedPack:3; ClinicalPack:3; Ingredient:1; ClinicalPackBox:1; BrandedPackBox:1
1154029,partial_synonym_descendants,47757,MarketedProduct:9400; 11DigitNdc:5645; QuantBrandedBox:3104; BrandedDrug:3095; PharmabiolProduct:2949; BrandedDrugBox:2875; QuantBrandedDrug:2663; BrandedDrugComp:2574; ClinicalDrug:2120; QuantClinicalBox:2090; BrandedDrugForm:2035; QuantClinicalDrug:1838; ClinicalDrugBox:1696; 9DigitNdc:1348; PrescriptionDrug:957; ClinicalDrugForm:747; Device:699; ClinicalDrugComp:610; OtcDrug:254; BrandedDoseGroup:193; Atc5th:162; ClinicalDoseGroup:128; Spl:123; ClinicalPack:101; BrandedPack:93; MultipleIngredients:82; BrandedPackBox:45; ClinicalPackBox:44; Substance:26; Hcpcs:25; PreciseIngredient:11; Ingredient:9; NonStandAllergenic:7; StandardAllergenic:4; Procedure:3; Supplement:2
1154029,hierarchy_and_sameas,307,ClinicalDrug:91; BrandedDrug:40; BrandedDrugComp:40; ClinicalDrugComp:32; QuantClinicalDrug:20; BrandedDoseGroup:20; ClinicalDrugForm:19; ClinicalDoseGroup:15; BrandedDrugForm:11; QuantBrandedDrug:10; BrandedPack:2; ClinicalPack:2; Ingredient:1; Answer:1; LoincComponent:1; Substance:1; PharmabiolProduct:1
1154029,sameas_expansion_and_umls_rb,67,ClinicalDrug:13; LoincComponent:10; QuantClinicalDrug:9; Answer:8; Substance:7; BrandName:6; BrandedDrug:2; PreciseIngredient:2; ClinicalDrugForm:2; PharmabiolProduct:2; Ingredient:1; MultipleIngredients:1; ClinicalDoseGroup:1; BrandedDoseGroup:1; BrandedDrugForm:1; QuantBrandedDrug:1
1154029,sameas_expansion_and_umls_rb_or_par,325,LabTest:83; ClinicalDrug:57; LoincHierarchy:52; QuantClinicalDrug:23; LoincComponent:22; ClinicalDrugForm:17; BrandedDrug:16; Substance:11; Answer:8; PharmabiolProduct:8; BrandName:7; PreciseIngredient:4; ClinicalDoseGroup:4; Ingredient:3; BrandedPack:2; ClinicalPack:2; BrandedDoseGroup:2; BrandedDrugForm:2; MultipleIngredients:1; QuantBrandedDrug:1
1154029,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4285892,lexical_baseline,13970,
4285892,descendants_only,1,Substance:1
4285892,partial_synonym_descendants,12,Substance:10; Ingredient:1; PharmabiolProduct:1
4285892,hierarchy_and_sameas,6,LoincComponent:2; Substance:2; PharmabiolProduct:1; Answer:1
4285892,sameas_expansion_and_umls_rb,109,Ingredient:19; BrandName:17; Substance:16; LoincComponent:10; PharmabiolProduct:9; PreciseIngredient:7; QuantClinicalDrug:5; QuantBrandedDrug:5; BrandedDrug:4; ClinicalDrugForm:4; BrandedDrugForm:4; ClinicalDrug:3; Answer:2; BrandedDoseGroup:2; ClinicalDoseGroup:1; Disorder:1
4285892,sameas_expansion_and_umls_rb_or_par,988,LabTest:413; ClinicalDrugForm:77; ClinicalDrug:62; PharmabiolProduct:54; BrandedDrugForm:45; Substance:40; LoincHierarchy:39; LoincComponent:37; QuantBrandedDrug:36; BrandName:33; QuantClinicalDrug:29; Ingredient:28; BrandedDrug:27; BrandedDoseGroup:23; ClinicalDoseGroup:18; PreciseIngredient:11; Answer:9; MultipleIngredients:5; Disorder:1; ObservableEntity:1
4285892,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4240345,lexical_baseline,127,
4240345,descendants_only,5627,Procedure:3052; Icd10pcs:2490; Hcpcs:46; 4DigBillingCode:33; 3DigNonbillCode:3; ObservableEntity:3
4240345,partial_synonym_descendants,8203,Procedure:4878; Icd10pcs:2491; 4DigBillingCode:167; Undefined:165; ContextDependent:153; Hcpcs:92; ClinicalFinding:61; Icd10Code:41; 5CharBillingCode:31; 4DigBillingVCode:20; 4CharBillingCode:18; 4CharNonbillCode:14; 6CharBillingCode:12; 3DigNonbillCode:9; Icd10Hierarchy:7; ObservableEntity:6; 3DigNonbillVCode:6; 5DigBillingVCode:6; 5CharNonbillCode:5; 3CharNonbillCode:5; 4DigNonbillVCode:4; 3DigBillingCode:2; BodyStructure:2; AdminConcept:2; 5DigBillingCode:2; 3CharBillingCode:1; NaviConcept:1; RecordArtifact:1; QualifierValue:1
4240345,hierarchy_and_sameas,5699,Procedure:3067; Icd10pcs:2491; Hcpcs:46; 4DigBillingCode:33; LoincMethod:30; Answer:18; LoincComponent:8; 3DigNonbillCode:3; QualifierValue:2; LoincHierarchy:1
4240345,sameas_expansion_and_umls_rb,221,Disorder:45; 5DigBillingCode:45; Icd10Code:27; Procedure:22; LoincComponent:11; ClinicalFinding:11; 4CharBillingCode:9; ObservableEntity:8; Answer:6; 4DigBillingCode:5; Icd10Hierarchy:5; 6CharBillingCode:3; QualifierValue:3; 4DigNonbillCode:3; 4DigBillingVCode:3; 4CharNonbillCode:2; 3CharBillingCode:2; StagingScales:2; 5CharBillingCode:2; LoincMethod:1; LoincHierarchy:1; 5CharNonbillCode:1; Hcpcs:1; Icd10pcs:1; BodyStructure:1; 4DigNonbillVCode:1
4240345,sameas_expansion_and_umls_rb_or_par,932913,Icd10pcsHierarchy:113142; Disorder:91088; Icd10pcs:79115; Procedure:60521; LabTest:59768; 7CharBillingCode:47933; LoincHierarchy:41588; BodyStructure:37309; ClinicalFinding:36806; Organism:34770; LoincComponent:31928; Substance:27844; ClinicalObservation:27236; ClinicalDrug:18356; PhysicalObject:14007; Survey:12202; ClinicalDrugForm:11970; QualifierValue:11046; 6CharBillingCode:10281; PharmabiolProduct:10086; Icd10Code:9982; 6CharNonbillCode:8667; ObservableEntity:8388; 5DigBillingCode:8212; Ingredient:7652; Hcpcs:7160; 5CharBillingCode:7114; 5CharNonbillCode:7052; Answer:6010; BrandedDrug:5811; ContextDependent:5529; 4CharBillingCode:5391; MorphAbnormality:5133; BrandName:5061; 4CharNonbillCode:4480; SocialContext:4237; BrandedDrugForm:4087; 4DigBillingCode:3863; Event:3392; BrandedDoseGroup:3381; PreciseIngredient:3362; ClinicalDoseGroup:2935; QuantClinicalDrug:2477; LoincSystem:2142; Icd10Hierarchy:2033; QuantBrandedDrug:1969; Location:1901; Specimen:1862; 4DigNonbillCode:1730; StagingScales:1723; 3CharNonbillCode:1652; MultipleIngredients:1374; 4DigBillingECode:1247; Attribute:1194; 3DigNonbillCode:836; LoincMethod:691; 5DigBillingVCode:634; DoseForm:617; BrandedPack:587; NaviConcept:523; ClaimsAttachment:512; 4DigBillingVCode:474; RecordArtifact:453; ClinicalPack:441; Disposition:384; HcpcsModifier:363; 3CharBillingCode:211; PhysicalForce:172; 3DigNonbillECode:171; 4DigNonbillVCode:159; LoincProperty:110; 3DigBillingCode:92; 3DigNonbillVCode:89; LoincGroup:67; 3DigBillingECode:44; LoincTime:22; BrandedDrugComp:17; ModelComp:12; ClinicalDrugComp:11; LinkageAssertion:8; LoincScale:6; DoseFormGroup:5; LinkageConcept:1; 3DigBillingVCode:1; Icd9cmCode:1
4240345,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4289459,lexical_baseline,90,
4289459,descendants_only,1,Procedure:1
4289459,partial_synonym_descendants,1,Procedure:1
4289459,hierarchy_and_sameas,1,Procedure:1
4289459,sameas_expansion_and_umls_rb,1,Procedure:1
4289459,sameas_expansion_and_umls_rb_or_par,1,Procedure:1
4289459,dual_semantic_expansion,378484,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13674; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4995; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1228; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4145308,lexical_baseline,10,
4145308,descendants_only,5,Procedure:3; Hcpcs:2
4145308,partial_synonym_descendants,12,Procedure:8; Hcpcs:4
4145308,hierarchy_and_sameas,5,Procedure:3; Hcpcs:2
4145308,sameas_expansion_and_umls_rb,35,Procedure:27; LoincComponent:2; LoincMethod:2; Answer:2; PhysicalObject:2
4145308,sameas_expansion_and_umls_rb_or_par,762,ClinicalFinding:280; Disorder:242; Procedure:94; 4CharBillingCode:24; Answer:17; 5CharBillingCode:16; Icd10Code:16; 5DigBillingCode:15; ClinicalObservation:12; ObservableEntity:12; PhysicalObject:7; 4CharNonbillCode:6; 4DigBillingCode:5; LoincComponent:4; Hcpcs:3; 4DigNonbillCode:3; LoincMethod:2; LoincHierarchy:2; 3CharNonbillCode:1; Icd10Hierarchy:1
4145308,dual_semantic_expansion,378479,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13671; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4842; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4163872,lexical_baseline,24,
4163872,descendants_only,100,Procedure:100
4163872,partial_synonym_descendants,184,Procedure:179; 4DigBillingCode:2; 3DigNonbillCode:1; Hcpcs:1; Undefined:1
4163872,hierarchy_and_sameas,101,Procedure:100; Answer:1
4163872,sameas_expansion_and_umls_rb,4,Procedure:2; ClinicalObservation:1; Answer:1
4163872,sameas_expansion_and_umls_rb_or_par,123,Procedure:121; ClinicalObservation:1; Answer:1
4163872,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
4132855,lexical_baseline,5174,
4132855,descendants_only,52,Procedure:41; 4DigBillingCode:6; Hcpcs:4; 3DigNonbillCode:1
4132855,partial_synonym_descendants,526,Procedure:404; Undefined:98; 4DigBillingCode:7; Hcpcs:6; Icd10pcs:4; ContextDependent:4; 3DigNonbillCode:1; 3CharBillingCode:1; ClinicalFinding:1
4132855,hierarchy_and_sameas,52,Procedure:40; 4DigBillingCode:6; Hcpcs:4; LoincComponent:1; 3DigNonbillCode:1
4132855,sameas_expansion_and_umls_rb,5187,Disorder:2486; Icd10Code:437; 4CharBillingCode:383; 4DigBillingCode:273; 5DigBillingCode:264; MorphAbnormality:176; 5CharNonbillCode:130; 6CharBillingCode:112; 4CharNonbillCode:105; 5CharBillingCode:98; Icd10Hierarchy:96; BodyStructure:78; 3CharNonbillCode:75; 4DigNonbillCode:73; ClinicalFinding:72; Answer:61; 7CharBillingCode:46; 3DigNonbillCode:41; 6CharNonbillCode:33; Procedure:33; LoincSystem:27; LoincComponent:25; 3CharBillingCode:21; 3DigBillingCode:12; ObservableEntity:11; 4DigBillingVCode:4; QualifierValue:3; BrandName:2; NaviConcept:2; Organism:2; Ingredient:1; LoincHierarchy:1; Icd10pcs:1; Hcpcs:1; Substance:1; PharmabiolProduct:1
4132855,sameas_expansion_and_umls_rb_or_par,932913,Icd10pcsHierarchy:113142; Disorder:91088; Icd10pcs:79115; Procedure:60521; LabTest:59768; 7CharBillingCode:47933; LoincHierarchy:41588; BodyStructure:37309; ClinicalFinding:36806; Organism:34770; LoincComponent:31928; Substance:27844; ClinicalObservation:27236; ClinicalDrug:18356; PhysicalObject:14007; Survey:12202; ClinicalDrugForm:11970; QualifierValue:11046; 6CharBillingCode:10281; PharmabiolProduct:10086; Icd10Code:9982; 6CharNonbillCode:8667; ObservableEntity:8388; 5DigBillingCode:8212; Ingredient:7652; Hcpcs:7160; 5CharBillingCode:7114; 5CharNonbillCode:7052; Answer:6010; BrandedDrug:5811; ContextDependent:5529; 4CharBillingCode:5391; MorphAbnormality:5133; BrandName:5061; 4CharNonbillCode:4480; SocialContext:4237; BrandedDrugForm:4087; 4DigBillingCode:3863; Event:3392; BrandedDoseGroup:3381; PreciseIngredient:3362; ClinicalDoseGroup:2935; QuantClinicalDrug:2477; LoincSystem:2142; Icd10Hierarchy:2033; QuantBrandedDrug:1969; Location:1901; Specimen:1862; 4DigNonbillCode:1730; StagingScales:1723; 3CharNonbillCode:1652; MultipleIngredients:1374; 4DigBillingECode:1247; Attribute:1194; 3DigNonbillCode:836; LoincMethod:691; 5DigBillingVCode:634; DoseForm:617; BrandedPack:587; NaviConcept:523; ClaimsAttachment:512; 4DigBillingVCode:474; RecordArtifact:453; ClinicalPack:441; Disposition:384; HcpcsModifier:363; 3CharBillingCode:211; PhysicalForce:172; 3DigNonbillECode:171; 4DigNonbillVCode:159; LoincProperty:110; 3DigBillingCode:92; 3DigNonbillVCode:89; LoincGroup:67; 3DigBillingECode:44; LoincTime:22; BrandedDrugComp:17; ModelComp:12; ClinicalDrugComp:11; LinkageAssertion:8; LoincScale:6; DoseFormGroup:5; LinkageConcept:1; 3DigBillingVCode:1; Icd9cmCode:1
